time_s,target_q1,actual_q1,actual_qd1,actual_tau1,target_q2,actual_q2,actual_qd2,actual_tau2,target_q3,actual_q3,actual_qd3,actual_tau3
0.29,0.31590484514584727,0.26476986105264944,0.4741333464960506,1.2783048752127788,0.6360196156665835,0.6005310192479326,0.32528733665588866,0.6709037580967584,0.7102806769832897,0.6999951961990171,0.06419618174881259,0.3333174009587911
0.3,0.3204436657608285,0.2695395568236397,0.47336237490240735,1.2709167155603087,0.639001881471559,0.6038281866335771,0.32492842885627504,0.6610776257056646,0.7099983948041049,0.7005807025783506,0.057572420803507725,0.32480535135635735
0.31,0.3249233838740047,0.2742867240190234,0.46959510215930006,1.2523920362202754,0.6419191493962342,0.6070916413896272,0.32214472326352733,0.642781327025097,0.7096136443059039,0.7010750071950045,0.05260555852200837,0.31495989953496245
0.32,0.329343554281582,0.2790072455004425,0.4661627760908631,1.2307872098206527,0.6447706677079804,0.610318019821881,0.3178178870204785,0.647932419527354,0.7091281425420641,0.701477083454758,0.0427900184999621,0.3339275228458227
0.33,0.33370374595122665,0.2836976216725084,0.4630428636629467,1.2267437678286703,0.6475556997761618,0.6135042440871485,0.313581977482289,0.6531408900383483,0.7085436367142771,0.7017861977228288,0.03177568188275509,0.34350100440076253
0.34,0.3380035421117508,0.2883547538183147,0.45853751972833395,1.2248826620800854,0.6502735242943631,0.6166475993628431,0.30967091255558576,0.6635827051196237,0.7078619033780823,0.702001882734291,0.022851242617013306,0.3218073593056645
0.35000000000000003,0.3422425403392932,0.2929757931145154,0.45856958808889575,1.2197417271598892,0.6529234354980836,0.6197455533829361,0.30243179189721536,0.6464961515556323,0.7070847476371392,0.702123900425137,0.013720469865369503,0.32843664359831404
0.36,0.3464203526399735,0.29755821282976497,0.4562778688367207,1.2241274238181956,0.6555047433778264,0.6227957752807562,0.30420864488248633,0.6388216260725874,0.7062140023265727,0.7021522090584735,0.007170432494480708,0.33688681443170865
0.37,0.35053660552900157,0.30209275185391954,0.4454914040745061,1.2070158066384724,0.6580167738875213,0.6257861516470331,0.2924409057474537,0.6277717066069217,0.7052515271857229,0.7023610463108987,0.05824315954477048,0.30241916487832826
0.38,0.3545909401062205,0.30658812660107987,0.44606872124359953,1.2405469427235087,0.6604588691482133,0.6287371643359637,0.2908762524895629,0.7121110854245033,0.7041992080206402,0.7024905892372592,-0.012187275012875972,-0.27527852658253277
0.39,0.35858301212806754,0.31104013743387005,0.43909425410757413,1.1796372262281625,0.662830387646957,0.6316275301741608,0.28366143326465587,0.6179917528745795,0.7030589558566712,0.7026101761777815,0.036742513059926415,0.23893139268532573
0.4,0.3625124920759334,0.31545000297474207,0.4374222740147999,1.205030441987377,0.6651307044308531,0.6344732738424889,0.2822321062189477,0.7151780695932827,0.7018327060814786,0.702493940121998,-0.03185528201427481,-0.27408525489983854
0.41000000000000003,0.36637906522090535,0.31978992952482777,0.42938151182962153,1.2688158739878408,0.667359211296168,0.6372599144742179,0.2699755379268316,0.6000510448780934,0.7005224175788491,0.7023758514776757,0.013165286281596304,0.24065342756973307
0.42,0.37018243168487686,0.3240895774671347,0.428431596127157,1.2027902055606412,0.6695153169724797,0.6399777153684219,0.2654915765130941,0.5873833189934454,0.6991300718536452,0.7021545186283501,0.0013396519370929064,0.226047046758007
0.43,0.37392230649801106,0.32834254981936106,0.420218431354746,1.211207393017781,0.6715984473017895,0.6426349882348907,0.260782057496453,0.6817988196773379,0.6976576721482554,0.7019618582913884,-0.0026453281396681574,-0.374765886147795
0.44,0.37759841965254193,0.33254666916153097,0.4159553089375404,1.196899931660068,0.6736080454125485,0.6452361415776137,0.25472212543468,0.6660007144257045,0.6961072425509087,0.7017881342924954,-0.01573117398453251,-0.3798823143693334
0.45,0.38121051615290247,0.3367018625933846,0.4088541597839426,1.1653167985604282,0.6755435718885416,0.6477772595434529,0.2499129937509549,0.6688733650244072,0.6944808270962172,0.7014775528359066,-0.027541945271112138,-0.35608016555422306
0.46,0.3847583560621667,0.3408037060040375,0.4045803183173736,1.1882916982662974,0.6774045049325796,0.6502552538060175,0.2394098709378324,0.6954139182674293,0.6927804888583128,0.7010354628674255,-0.04025649570695839,-0.35922649543780816
0.47000000000000003,0.38824171454479484,0.3448499936468839,0.3996472160129298,1.1541443678023358,0.6791903405249468,0.6526682842256981,0.23501416771542158,0.6469484216532178,0.6910083090369534,0.7004673082119406,-0.05208741595132935,-0.35947676857246313
0.48,0.3916603819056715,0.3488393892850975,0.3908883905658053,1.1529839569412983,0.6809005925765556,0.6550151097024698,0.23256085985572925,0.6665028728036021,0.6891663860369692,0.6997783578690042,-0.06543401456349393,-0.36704997528124844
0.49,0.3950141636254276,0.3527708855202486,0.38334177158160343,1.1574654393474075,0.6825347930767631,0.6572946666971465,0.2241932289757906,0.6839419953533,0.6872568345414259,0.6989736284287832,-0.07733432479980258,-0.3581337869023173
0.5,0.39830288039203754,0.35664377892509364,0.38089411865589745,1.1550269655586134,0.6840924922358005,0.6595059997911552,0.21563953988357162,0.6658051523710018,0.6852817845788874,0.6980578715149448,-0.0875212995329089,-0.3752570330470701
0.51,0.40152636812868525,0.36044403387141016,0.3737217188892883,1.212679999057463,0.6855732586217731,0.6616538119804849,0.2062016384178519,0.6710657760138821,0.6832433805851539,0.6970373130006382,-0.0949700991006997,-0.3439355962851575
0.52,0.4046844780178903,0.36419135732783,0.36925069604526817,1.1733727280021773,0.6869766792921894,0.6637219884513602,0.20166789030228136,0.6992870754031435,0.6811437804598642,0.6959116627813929,-0.10982788071046107,-0.36021317943324294
0.53,0.40777707652189227,0.36788358031110435,0.3655756047428134,1.1462923884214977,0.6883023599199775,0.6657220736041651,0.1937745693593181,0.6782858836393039,0.6789851546183456,0.6946885231428489,-0.11674230881148742,-0.36196147554879454
0.54,0.4108040453992843,0.37149189844092534,0.35402903961954746,1.3119030575494195,0.6895499249139491,0.6676622370811074,0.1881177976403825,0.6273746983883254,0.6767696850390985,0.6933745048066922,-0.1279853939974339,-0.3490418531193518
0.55,0.4137652817178962,0.37505173041932194,0.35005852855202924,1.1764598091416096,0.6907190175336764,0.6695128082367315,0.18180293911215228,0.7151585690982875,0.6744995643073054,0.6919653293149235,-0.13458382009355707,-0.34721664456574813
0.56,0.4166606978639217,0.37856038893289107,0.3442121221687424,1.158322168996459,0.6918092999987437,0.6712952922862073,0.17483022823268463,0.6995060164227511,0.6721769946547579,0.690470203739124,-0.14157102935587532,-0.3577550776533802
0.5700000000000001,0.4194902215472888,0.3820011823147223,0.33470373887502847,1.2422736066752775,0.6928204535923426,0.6730123043186892,0.16818585097009559,0.6378539772048039,0.6698041869965883,0.6888938568475333,-0.15287829616055973,-0.3656522187255089
0.58,0.42225379580327305,0.3853823262900308,0.33108177231380803,1.1514751751770373,0.693752178759175,0.6746468328487317,0.16094283766033138,0.7105738381581466,0.6673833599652051,0.6872356389828577,-0.1603162865594619,-0.33317316407761666
0.59,0.4249513789903524,0.38869295833692924,0.323921562246545,1.1903834553864414,0.6946041951976383,0.676213206222125,0.15549639081698682,0.7123298894911879,0.664916738941824,0.6855022333922357,-0.1648538903173804,-0.34644090411332507
0.6,0.42758294478430525,0.39194290098282697,0.3153240661105983,1.252396533916489,0.6953762419462609,0.677703882629043,0.14309127871210742,0.6620781017455682,0.6624065550859907,0.6836945945975766,-0.17222523763889852,-0.3539377990779222
0.61,0.4301484821685545,0.39513536741689476,0.3138169181854096,1.1732015071035906,0.6960680774643617,0.6791126809586225,0.14126207958321957,0.7241848105351538,0.6598550443634899,0.6818151397354999,-0.17945034478637364,-0.33067521552743806
0.62,0.43264799542075805,0.3982709237258129,0.30902205108459246,1.1461407818206917,0.6966794797069105,0.6804484535333446,0.12900595392868214,0.7047765246491605,0.6572644465730432,0.6798685958133016,-0.18617907441481973,-0.3596232631012819
0.63,0.43508150409565216,0.4013310365203392,0.2989730693683539,1.1810614047591543,0.6972102461935641,0.6817120448243261,0.12584936868026464,0.7434881963179704,0.6546370043721853,0.6778588615290729,-0.1926798227532344,-0.34660287094280434
0.64,0.4374490430041502,0.40433308456047873,0.29150212619595245,1.1391204445996916,0.6976601940718572,0.682898388884553,0.11970539882159931,0.7389804753505727,0.6519749623027228,0.6757862291367315,-0.19472682491993706,-0.3552510921234679
0.65,0.4397506621887035,0.4072695783227508,0.28844486043102513,1.146393421265579,0.6980291601745299,0.6840026067346173,0.10926555652011269,0.7388595363612055,0.6492805658161697,0.6736548439414134,-0.20612630280645589,-0.3468486114147214
0.66,0.44198642689493045,0.41013684011622864,0.28221037338469235,1.1730222656052636,0.6983170010709717,0.6850337184230443,0.09735431289731175,0.734482836407874,0.6465560602995596,0.6714677269581111,-0.21074487105705944,-0.33985616927823903
0.67,0.4441564175395211,0.4129496257716144,0.27638764092995804,1.1567131755875106,0.6985235931127679,0.6859819870299894,0.0966187264048545,0.7370941559533899,0.6438036901020299,0.6692254352706578,-0.2195009711948043,-0.33516628923239394
0.68,0.4462607296744261,0.4157012456832914,0.26947978614771523,1.1108453764535062,0.6986488324733338,0.6868542627333578,0.08806810519578995,0.7351273133006139,0.6410256975625771,0.6669329305552804,-0.22130060860195996,-0.34982717897068505
0.6900000000000001,0.4482994739473385,0.4183817192829565,0.2619129406506085,1.1821845989403037,0.6986926351816234,0.6876530375063027,0.07634891689734717,0.6853972042459561,0.6382243220393803,0.664593482426304,-0.2270641046847607,-0.34634909985554235
0.7000000000000001,0.45027277605847904,0.4209986238905158,0.2531429157532115,1.1480294820816428,0.6986549371499043,0.6883659545521065,0.06859604174735937,0.7333441698072062,0.635401798941086,0.6622066972523103,-0.23202120950022503,-0.3391565420313531
0.71,0.45218077671369605,0.42355462771503577,0.25077564816176323,1.1224489342860842,0.6985356941955869,0.689001368111033,0.06066722386286704,0.7430077148348943,0.6325603587604524,0.6597768596090808,-0.23516516504060492,-0.32922270363484635
0.72,0.4540236315738916,0.4260466468630813,0.24319373520766746,1.1275251512841153,0.6983348820571049,0.6895582999785311,0.05441373579132459,0.7614895235473867,0.6297022261107476,0.6573066378817582,-0.23921497361196273,-0.3403522402169063
0.73,0.45580151120078694,0.42847362773592534,0.23547600272447905,1.1122181238634155,0.6980524964038382,0.6900359031692397,0.04688278440056411,0.7489532299460993,0.6268296187652906,0.654798309262646,-0.23975166903620004,-0.3357990656465661
0.74,0.4575146009990411,0.4308270441365299,0.23048568796487534,1.15771952595924,0.6976885528400784,0.6904371545651096,0.037425948457888165,0.7390086240666136,0.6239447467005326,0.652255315946049,-0.24559277174989108,-0.3393097150992667
0.75,0.45916310115473746,0.4331113461900166,0.21941923436243474,1.1672580112527613,0.6972430869030335,0.6907557267594617,0.030346756465036553,0.7833665179805586,0.6210498111430643,0.6496782216838226,-0.24947340460116496,-0.32013154682307643
0.76,0.460747226570253,0.43533758710412507,0.21596029727525198,1.122045340240992,0.6967161540548731,0.6909899173906662,0.02142709072665057,0.7649919530372854,0.6181470036209409,0.6470688484201027,-0.252578791646336,-0.3501956379675969
0.77,0.4622672067955283,0.43750277553971684,0.213570898051171,1.1137396030211806,0.6961078296688156,0.6911460206910237,0.017402202793204008,0.7706504540888146,0.6152385050197082,0.6444315620331396,-0.2563602097659622,-0.3234482024527745
0.78,0.4637232859557535,0.4396042521170021,0.20414169855141304,1.1071764362442806,0.6954182090092633,0.6912226511431366,0.006414452451083497,0.7631114285293193,0.6123264846435195,0.6417684296406129,-0.2554360431719304,-0.35662505866243543
0.79,0.46511572267549106,0.4416202833354009,0.20038490416904264,1.1553495818831083,0.6946474072059899,0.6913516342712925,0.004203811388075453,0.4258105254470466,0.6094130992817215,0.6390751625337749,-0.254654617512643,-0.3946962416985744
0.8,0.466444789999252,0.443570296952081,0.1836441235962632,1.0270254121172822,0.6937955592223879,0.6914979932768509,0.042679556176592276,0.6305134213853973,0.606500492281292,0.6363443422214529,-0.2727580446240462,-0.3868046844107826
0.81,0.4677107753085468,0.44546840935119514,0.18771667883766616,1.280036033590793,0.6928628198177881,0.6916176505530257,-0.0035034930645960623,-0.4497167781897603,0.6035907926255077,0.6336304183492638,-0.2524006354763815,-0.2683572711427715
0.8200000000000001,0.46891398023543224,0.44730296845424894,0.1745823136345748,0.9693751157757865,0.6918493635038588,0.6917132293369685,0.025648611842043083,0.3557117010876898,0.6006861140192167,0.6308722177667716,-0.2743915533951259,-0.3815698403477855
0.8300000000000001,0.4700547205725744,0.44909726078672685,0.17666097709837134,1.2176564069804814,0.6907553844951024,0.6916287722014185,-0.02246506221717638,-0.49213054967795367,0.5977885539810885,0.6281339085455108,-0.25949813596823074,-0.2547366640757085
0.84,0.4711333261798524,0.4507919879585259,0.16339268286918773,1.0294524574895985,0.6895810966534608,0.6915179643593933,0.00293599885156005,0.3367093498152324,0.5949001929432137,0.6253514551069221,-0.27771864354186165,-0.4139977210477069
0.85,0.4721501408875244,0.4524346585157507,0.15707212002094942,0.9723056713032711,0.6883267334270481,0.6913228217605595,-0.00765008517902053,0.2646386226716215,0.5920230933584159,0.6225698147145771,-0.2751785820130293,-0.4353095675804846
0.86,0.47310552239598125,0.4539886411363356,0.15598765895525646,1.201008626021984,0.6869925477830306,0.6912853569384668,-0.003278073799404484,-0.8903494806838992,0.5891592988156453,0.619767683021852,-0.2684826325521123,-0.3292133705887096
0.87,0.47399984217211283,0.45551075105352723,0.1482467883357692,1.115274401190679,0.6855788121346725,0.6911473890311405,-0.0141979807372494,-0.9071318444850268,0.586310833163809,0.6169765331494869,-0.27004627602256803,-0.33799158278974334
0.88,0.4748334853423129,0.4569818906296538,0.1408908610356403,1.0904567590851417,0.6840858182625704,0.690887265977603,-0.025728038500031483,-0.9067732415272136,0.5834796996444,0.614183693477374,-0.270600840732749,-0.33206886278681813
0.89,0.47560685058214847,0.4583929258348699,0.13461330170993432,1.0782111644482906,0.6825138772301014,0.6905044892508966,-0.03639796219991757,-0.9152861219507739,0.5806678800332732,0.6113895449421373,-0.2700345691693622,-0.3336220443921064
0.9,0.47632035000272344,0.45974064313186647,0.12960046447962847,1.0647421062379414,0.6808633192931104,0.6900014826468551,-0.047484319322680185,-0.9083972915822489,0.577877333791922,0.6085956329290063,-0.27394386310645163,-0.3341635870043936
0.91,0.476974409033762,0.4610242050904979,0.12619512469289315,1.0930565553549245,0.6791344938038643,0.6893815943397702,-0.06330664721811456,-0.8904616008328284,0.5751099972286019,0.6058039167571233,-0.26968860184571325,-0.3287496594704632
0.92,0.4775694663034434,0.4622361511015131,0.11574792499424784,1.0814311677792243,0.6773277691093011,0.6886498565266211,-0.07465381182477558,-0.9070161184973387,0.5723677826696375,0.6030170683903329,-0.26718414532220586,-0.31971171797094833
0.93,0.47810597351501755,0.4633902652198541,0.11457654792468695,1.0835254110761607,0.6754435324436094,0.6878051823936214,-0.08383163237609037,-0.8877667163150339,0.569652577641257,0.600235639805987,-0.26853211458854276,-0.34852897163818486
0.9400000000000001,0.4785843953202311,0.46448272144581776,0.10480386729363896,1.0880604453005687,0.6734821898151653,0.6868544868400134,-0.09028177498524519,-0.8838629030407597,0.5669662440622824,0.5974630928992974,-0.2726288937273326,-0.34183444680002006
0.9500000000000001,0.47900520918959744,0.4655131047726613,0.0992549631286977,1.0740435982308913,0.6714441658878663,0.6858001649204125,-0.10530023040324143,-0.8810381142301349,0.5643106174480087,0.5947013718650209,-0.27212063891232374,-0.3297780657173772
0.96,0.47936890527954124,0.4664815713552343,0.09161993535830974,1.0765354172105936,0.669329903856897,0.6846446736523379,-0.11000983671549336,-0.8797639884499409,0.5616875061255919,0.5919524908527318,-0.2675308636233634,-0.3323783573005626
0.97,0.47967598629645214,0.46736908592687143,0.08580355034334462,1.173465074792864,0.667139865318964,0.6833984625274446,-0.121503711865744,-0.8702093578847835,0.5590986904612693,0.5892211168896412,-0.2647888758637663,-0.3612521494793464
0.98,0.47992696735768103,0.46820574688842476,0.07991957376272127,1.106830227183921,0.6648745301370403,0.6820414157947765,-0.1366164105912037,-0.8560556966251713,0.5565459220997231,0.5865020970015982,-0.26483897119364375,-0.3244885426151402
0.99,0.48012237584951245,0.46898965607762777,0.07597000175618242,1.088997727036039,0.6625343962996626,0.680593621489472,-0.14198051702868936,-0.877447940995348,0.5540309232159025,0.5838029467592645,-0.2607982322111387,-0.3247353739957564
1.0,0.4802627512821513,0.4697163684694102,0.06864210703194004,1.1040591023796584,0.6601199797748207,0.6790549938526492,-0.14662976413625498,-0.8734355984958506,0.5515553857796027,0.5811252359671103,-0.26039093996618584,-0.31943618787281347
1.01,0.480348645141756,0.4703815960885309,0.0655371259903367,1.0902118749982541,0.6576318143584887,0.677427166404501,-0.15965175303954782,-0.853835826504265,0.5491209708331038,0.5784708377347239,-0.2539990656577351,-0.3385571941476925
1.02,0.48038062073955984,0.4709895797630571,0.05387685204037239,1.0838691276127361,0.6550704515178408,0.6757094767032634,-0.16789397872868786,-0.8363567152484385,0.5467293077821654,0.5758407272147419,-0.255791141092849,-0.3216859529493792
1.03,0.48035925305811294,0.4715385970496982,0.050932492582558914,1.1139227548923558,0.6524364602292015,0.6739045684821426,-0.17459702776895866,-0.838692536053456,0.5443819937006615,0.5732374301178785,-0.2517330889926239,-0.32320169424072054
1.04,0.480285128594688,0.4720309560111676,0.047528122641870105,1.1053381571696685,0.6497304268107804,0.6720130144465547,-0.18678397550242767,-0.8365067311620464,0.5420805926491411,0.570662267096426,-0.25147952625540776,-0.31875538227173017
1.05,0.4801588452018848,0.4724667457107884,0.03946601735558888,1.0831913253256844,0.6469529547502417,0.6700372997003664,-0.19373753552398973,-0.8369022026921455,0.539826635007593,0.5681174179271384,-0.24732568232882549,-0.33391536401864746
1.06,0.4799810119254762,0.4728452112884924,0.031808247726900635,1.0988651699209457,0.6441046645271628,0.6679787937530152,-0.19939312945218202,-0.846006022474453,0.5376216168226848,0.5656047256922042,-0.24463264432070247,-0.3192027988289047
1.07,0.47975224883953427,0.4731661795198684,0.03091784037161394,1.089185374596755,0.6411861934304348,0.6658382910976679,-0.209791819853227,-0.8170239893699951,0.5354669991697422,0.563125796909639,-0.2394170958303211,-0.3191311841085534
1.08,0.4794731868788774,0.4734326279416808,0.023741095577974495,1.1062667689485715,0.638198195370664,0.6636162569538809,-0.21932549241535457,-0.8179246623868655,0.5333642075297291,0.5606820861031578,-0.23659892526975104,-0.3421141800059647
1.09,0.4791444676688822,0.47364427963915146,0.02102406848208533,1.086599472595828,0.6351413406876287,0.6613148451707782,-0.22492865012132382,-0.8334905596602037,0.5313146311814813,0.5582756241134281,-0.23198561451699845,-0.33153865222335277
1.1,0.47876674335269975,0.4738015196968506,0.013148596758019737,1.101776325065609,0.6320163159528526,0.6589348915046234,-0.23247759059802336,-0.8116781423215583,0.5293196226094432,0.5559079869393289,-0.22971517739280325,-0.33323792555579856
1.11,0.4783406764159212,0.4739047402878178,0.007489641293782697,1.0765126609125986,0.6288238237673545,0.656477481638867,-0.23912276819005723,-0.8140492340294233,0.5273804969271452,0.5535808008343217,-0.22893564890510545,-0.3383470026221561
1.12,0.47786693950873627,0.4739544257399737,0.0015704491313479664,1.0801872353263708,0.6255645825546382,0.6539436009398363,-0.24847430541159934,-0.8075575598281265,0.5254985313166597,0.5512956419872022,-0.22300441858871234,-0.31457128787986216
1.1300000000000001,0.47734621526562704,0.4740159505978432,0.01055793209947462,0.4734607868342351,0.6222393263489838,0.6512949251554754,-0.2586791061878738,-0.4282704197203067,0.5236749644842633,0.5490429520546151,-0.22363323069860644,-0.2975996189777671
1.1400000000000001,0.47677919612264397,0.47407985664630514,0.008672683820600212,0.32515493603452317,0.618848804579107,0.6485964025121482,-0.26641523029681047,-0.4526640364655334,0.5219109961325257,0.5468413514476671,-0.21979946587496146,-0.29206339258474007
1.1500000000000001,0.476166584132309,0.47412039156653796,-0.0010528880565895845,0.47446455288385364,0.6153937818472526,0.6458466905661874,-0.2639098956147971,-0.8405665943093104,0.5202077864490404,0.544691101416309,-0.20742303713740157,-0.3057273726989877
1.16,0.4755090907761913,0.47417727396049264,-0.0018503690741061688,0.03843433630726159,0.6118750377037911,0.6430000855053051,-0.2754053412580055,-0.5236666218492951,0.5185664556120071,0.5425849206296155,-0.20778683732155895,-0.3140979273370045
1.17,0.47480743677520193,0.4742044716309364,-0.006090443142566948,-0.038474397550839735,0.6082933664173852,0.6401000656501443,-0.2806976589708526,-0.5792462008117363,0.5169880833128652,0.540532553770856,-0.19953816460348842,-0.31505330037304385
1.18,0.4740623518976562,0.47423184825661796,0.003812392772866211,0.1622873994997325,0.6046495767407996,0.6371060852396832,-0.2980174268926501,-0.9389486479432728,0.5154737082961742,0.5385278161662289,-0.19509609925180194,-0.32316931929078685
1.19,0.4732745747651501,0.47418477909397605,-0.013214439225670846,-0.30459861412493056,0.6009444916724248,0.6340872170515304,-0.28789154688677404,-0.6302019909087225,0.5140243279169254,0.5365813435262791,-0.1901871082651058,-0.32566829409121595
1.2,0.47244485265629876,0.4741232629639252,-0.015527876989348762,-0.5595420804406316,0.5971789482135887,0.6309692997015995,-0.29409926417971943,-0.5622226928934172,0.5126408977154714,0.5346832692658472,-0.18964710545634683,-0.29457889146668403
